Date,OPEN,HIGH,LOW,CLOSE,ORG_CLONE,DEL_MOS
1994-05-03,10.00500848,10.02888678,9.93337357,9.93934315,16.65,1994Z
1994-05-04,9.95725188,10.07067381,9.89158655,9.89158655,16.57,1994Z
1994-05-05,9.95725188,10.02888678,9.87964739,10.02888678,16.8,1994Z
1994-05-06,10.08858254,10.19603489,10.08858254,10.14230872,16.99,1994Z
1994-05-09,10.10649126,10.17812617,10.08261296,10.10649126,16.93,1994Z
1994-05-10,10.08858254,10.17215659,10.05873466,10.07067381,16.87,1994Z
1994-05-11,10.02888678,10.14827829,10.02291721,10.14230872,16.99,1994Z
1994-05-12,10.14230872,10.25573065,10.13036956,10.20797405,17.1,1994Z
1994-05-13,10.23185235,10.33333513,10.20797405,10.20200447,17.09,1994Z
1994-05-16,10.16021744,10.22588277,10.14827829,10.14230872,16.99,1994Z
1994-05-17,10.10052169,10.13036956,10.05873466,10.08261296,16.89,1994Z
1994-05-18,10.08858254,10.35721343,10.08261296,10.30348725,17.26,1994Z
1994-05-19,10.30945683,10.41690919,10.30945683,10.36915258,17.37,1994Z
1994-05-20,10.42884834,10.50645282,10.37512216,10.48257452,17.56,1994Z
1994-05-23,10.46466579,10.6079356,10.41690919,10.41093961,17.44,1994Z
1994-05-24,10.35124386,10.39900046,10.32736555,10.33930471,17.32,1994Z
1994-05-25,10.32736555,10.38706131,10.29751768,10.27960895,17.22,1994Z
1994-05-26,10.30945683,10.30945683,10.20797405,10.27363938,17.21,1994Z
1994-05-27,10.30945683,10.36318301,10.30945683,10.36318301,17.36,1994Z
1994-05-31,10.37512216,10.50645282,10.33333513,10.50048324,17.59,1994Z
1994-06-01,10.48854409,10.51839197,10.45869621,10.44078749,17.49,1994Z
1994-06-02,10.50048324,10.54823985,10.36318301,10.40497004,17.43,1994Z
1994-06-03,10.48854409,10.48854409,10.2676698,10.34527428,17.33,1994Z
1994-06-06,10.38109173,10.38109173,10.27960895,10.33333513,17.31,1994Z
1994-06-07,10.3154264,10.3154264,10.14827829,10.17215659,17.04,1994Z
1994-06-08,10.15424787,10.35721343,10.08858254,10.34527428,17.33,1994Z
1994-06-09,10.29751768,10.50048324,10.29751768,10.48854409,17.57,1994Z
1994-06-10,10.44078749,10.50645282,10.32736555,10.3154264,17.28,1994Z
1994-06-13,10.34527428,10.40497004,10.30348725,10.40497004,17.43,1994Z
1994-06-14,10.43481791,10.50645282,10.41690919,10.49451367,17.58,1994Z
1994-06-15,10.50645282,10.93626225,10.48257452,10.89447522,18.25,1994Z
1994-06-16,10.8526882,10.89447522,10.75120541,10.82284032,18.13,1994Z
1994-06-17,10.75120541,11.10341037,10.72135754,11.11534952,18.62,1994Z
1994-06-20,11.01386673,11.10937994,10.98401886,11.09744079,18.59,1994Z
1994-06-21,11.04371461,11.13922782,10.86462735,10.9243231,18.3,1994Z
1994-06-22,10.96014055,11.05565376,10.9243231,10.89447522,18.25,1994Z
1994-06-23,10.8526882,10.9720797,10.78105329,10.97804928,18.39,1994Z
1994-06-24,10.9720797,10.97804928,10.85865777,10.94223183,18.33,1994Z
1994-06-27,10.9720797,11.01983631,10.78105329,10.81090117,18.11,1994Z
1994-06-28,10.81090117,10.91238395,10.68554008,10.91238395,18.28,1994Z
1994-06-29,10.85865777,10.91238395,10.68554008,10.69150966,17.91,1994Z
1994-06-30,10.69747923,10.98401886,10.68554008,10.93626225,18.32,1994Z
1994-07-01,10.9720797,11.04371461,10.93626225,10.9720797,18.38,1994Z
1994-07-05,10.9243231,11.00789716,10.86462735,10.96611013,18.37,1994Z
1994-07-06,10.94223183,10.95417098,10.79299244,10.79299244,18.08,1994Z
1994-07-07,10.81687074,10.89447522,10.73329669,10.75717499,18.02,1994Z
1994-07-08,10.82880989,10.96014055,10.81090117,10.91238395,18.28,1994Z
1994-07-11,10.9482014,11.18101485,10.9482014,11.17504527,18.72,1994Z
1994-07-12,11.192954,11.35413253,11.15116697,11.24668018,18.84,1994Z
1994-07-13,11.28249763,11.33025423,11.13325824,11.18101485,18.73,1994Z
1994-07-14,11.22280187,11.27055848,11.17504527,11.23474103,18.82,1994Z
1994-07-15,11.20489315,11.2168323,11.11534952,11.13325824,18.65,1994Z
1994-07-18,11.06759291,11.06759291,10.9243231,11.03177546,18.48,1994Z
1994-07-19,10.98401886,11.13325824,10.94223183,11.10341037,18.6,1994Z
1994-07-20,11.13325824,11.15116697,11.04371461,11.12131909,18.63,1994Z
1994-07-21,11.07356249,11.22280187,11.05565376,11.18698442,18.74,1994Z
1994-07-22,11.23474103,11.30040636,11.21086272,11.2645889,18.87,1994Z
1994-07-25,11.19892357,11.2407106,11.15713654,11.18101485,18.73,1994Z
1994-07-26,11.18101485,11.20489315,11.09744079,11.15713654,18.69,1994Z
1994-07-27,11.16310612,11.31234551,11.16310612,11.24668018,18.84,1994Z
1994-07-28,11.2407106,11.37204126,11.22280187,11.34219338,19.0,1994Z
1994-07-29,11.46158489,11.59291555,11.45561532,11.54515895,19.34,1994Z
1994-08-01,11.59291555,11.85557687,11.59291555,11.65858088,19.53,1994Z
1994-08-02,11.65858088,11.66455046,11.40188914,11.46755447,19.21,1994Z
1994-08-03,11.5093415,11.59888513,11.45561532,11.44964574,19.18,1994Z
1994-08-04,11.49143277,11.5332198,11.34219338,11.44964574,19.18,1994Z
1994-08-05,11.47352404,11.49143277,11.02580588,11.05565376,18.52,1994Z
1994-08-08,11.19892357,11.25264975,11.12728867,11.15116697,18.68,1994Z
1994-08-09,11.15116697,11.27055848,11.13325824,11.19892357,18.76,1994Z
1994-08-10,11.16310612,11.22280187,11.08550164,11.10341037,18.6,1994Z
1994-08-11,11.10937994,11.13325824,10.9243231,10.96611013,18.37,1994Z
1994-08-12,10.9720797,10.98998843,10.69747923,10.71538796,17.95,1994Z
1994-08-15,10.78105329,10.86462735,10.70344881,10.79896202,18.09,1994Z
1994-08-16,10.81687074,10.91238395,10.62584433,10.64375305,17.83,1994Z
1994-08-17,10.64375305,10.83477947,10.57211815,10.81687074,18.12,1994Z
1994-08-18,10.81687074,10.87059692,10.65569221,10.61390518,17.78,1994Z
1994-08-19,10.65569221,10.67360093,10.45869621,10.45869621,17.52,1994Z
1994-08-22,10.50645282,10.53033112,10.08858254,10.16618702,17.03,1994Z
1994-08-23,10.22588277,10.39900046,10.21394362,10.32139598,17.29,1994Z
1994-08-24,10.35721343,10.57808772,10.32736555,10.51242239,17.61,1994Z
1994-08-25,10.56614857,10.59599645,10.42884834,10.54823985,17.67,1994Z
1994-08-26,10.53033112,10.59599645,10.38706131,10.36318301,17.36,1994Z
1994-08-29,10.33930471,10.71538796,10.30945683,10.59599645,17.75,1994Z
1994-08-30,10.55420942,10.59599645,10.45869621,10.48257452,17.56,1994Z
1994-08-31,10.49451367,10.70344881,10.47063537,10.49451367,17.58,1994Z
1994-09-01,10.50645282,10.61390518,10.44675706,10.48257452,17.56,1994Z
1994-09-02,10.48257452,10.5363007,10.42884834,10.51242239,17.61,1994Z
1994-09-06,10.47660494,10.64972263,10.32736555,10.61987475,17.79,1994Z
1994-09-07,10.63778348,10.75717499,10.61987475,10.73926626,17.99,1994Z
1994-09-08,10.73926626,10.82284032,10.65569221,10.67360093,17.88,1994Z
1994-09-09,10.64972263,10.81687074,10.62584433,10.6318139,17.81,1994Z
1994-09-12,10.62584433,10.68554008,10.59002688,10.59599645,17.75,1994Z
1994-09-13,10.59599645,10.62584433,10.38706131,10.43481791,17.48,1994Z
1994-09-14,10.38706131,10.38706131,10.16021744,10.2199132,17.12,1994Z
1994-09-15,10.20797405,10.2915481,10.18409574,10.20200447,17.09,1994Z
1994-09-16,10.22588277,10.29751768,10.19006532,10.26170022,17.19,1994Z
1994-09-19,10.23782192,10.47660494,10.20200447,10.47063537,17.54,1994Z
1994-09-20,10.45869621,10.50645282,10.36915258,10.41093961,17.44,1994Z
1994-09-21,10.41093961,10.47660494,10.32736555,10.37512216,17.38,1994Z
1994-09-22,10.35124386,10.66166178,10.30945683,10.62584433,17.8,1994Z
1994-09-23,10.62584433,10.74523584,10.54823985,10.72732711,17.97,1994Z
1994-09-26,10.70941838,10.80493159,10.55420942,10.62584433,17.8,1994Z
1994-09-27,10.63778348,10.69747923,10.50048324,10.54823985,17.67,1994Z
1994-09-28,10.54227027,10.63778348,10.47063537,10.62584433,17.8,1994Z
1994-09-29,10.62584433,10.82284032,10.60196603,10.78105329,18.06,1994Z
1994-09-30,10.76911414,11.03774504,10.76314456,11.01386673,18.45,1994Z
1994-10-03,11.01386673,11.04968419,10.90641437,10.91835353,18.29,1994Z
1994-10-04,10.89447522,11.00192758,10.8526882,10.86462735,18.2,1994Z
1994-10-05,10.87059692,10.87059692,10.75717499,10.82880989,18.14,1994Z
1994-10-06,10.83477947,10.98401886,10.82284032,10.96611013,18.37,1994Z
1994-10-07,10.96611013,11.2168323,10.9482014,10.98401886,18.4,1994Z
1994-10-10,11.04371461,11.18101485,10.79299244,10.80493159,18.1,1994Z
1994-10-11,10.80493159,10.86462735,10.5840573,10.61987475,17.79,1994Z
1994-10-12,10.62584433,10.72732711,10.29751768,10.3154264,17.28,1994Z
1994-10-13,10.2676698,10.39900046,10.08858254,10.27960895,17.22,1994Z
1994-10-14,10.29751768,10.30945683,10.15424787,10.20200447,17.09,1994Z
1994-10-17,10.16021744,10.35721343,10.14230872,10.27960895,17.22,1994Z
1994-10-18,10.30945683,10.46466579,10.27960895,10.35721343,17.35,1994Z
1994-10-19,10.38109173,10.51839197,10.36915258,10.45272664,17.51,1994Z
1994-10-20,10.45272664,10.59599645,10.41093961,10.51839197,17.62,1994Z
1994-10-21,10.50645282,10.60196603,10.33930471,10.37512216,17.38,1994Z
1994-10-24,10.37512216,10.49451367,10.32736555,10.41690919,17.45,1994Z
1994-10-25,10.42884834,10.50645282,10.35721343,10.49451367,17.58,1994Z
1994-10-26,10.50645282,10.72732711,10.50645282,10.71538796,17.95,1994Z
1994-10-27,10.73926626,10.89447522,10.72732711,10.83477947,18.15,1994Z
1994-10-28,10.84074904,10.9482014,10.77508371,10.88253607,18.23,1994Z
1994-10-31,10.91238395,10.94223183,10.73329669,10.85865777,18.19,1994Z
1994-11-01,10.8526882,11.15713654,10.81687074,11.15116697,18.68,1994Z
1994-11-02,11.13922782,11.31234551,11.03774504,11.30040636,18.93,1994Z
1994-11-03,11.29443678,11.34816296,11.15713654,11.28249763,18.9,1994Z
1994-11-04,11.30040636,11.45561532,11.17504527,11.19892357,18.76,1994Z
1994-11-07,11.2168323,11.24668018,10.9004448,10.97804928,18.39,1994Z
1994-11-08,10.98998843,11.10341037,10.81687074,11.09147121,18.58,1994Z
1994-11-09,11.07953206,11.08550164,10.82880989,10.84074904,18.16,1994Z
1994-11-10,10.84074904,10.9482014,10.64375305,10.85865777,18.19,1994Z
1994-11-11,10.84074904,10.9243231,10.71538796,10.76911414,18.04,1994Z
1994-11-14,10.75120541,10.79299244,10.39303088,10.42884834,17.47,1994Z
1994-11-15,10.46438104,10.49991374,10.44069257,10.50583586,17.74,1995Z
1994-11-16,10.50583586,10.50583586,10.41108199,10.4170041,17.59,1995Z
1994-11-17,10.4170041,10.45253681,10.4170041,10.39923775,17.56,1995Z
1994-11-18,10.44661469,10.44661469,10.39331563,10.39331563,17.55,1995Z
1994-11-21,10.54729068,10.54729068,10.46438104,10.45253681,17.65,1995Z
1994-11-22,10.53544645,10.61243397,10.53544645,10.61835609,17.93,1995Z
1994-11-23,10.63020032,10.70126573,10.56505703,10.75456478,18.16,1995Z
1994-11-28,10.76640902,10.76640902,10.71903208,10.73087631,18.12,1995Z
1994-11-29,10.73087631,10.73679843,10.68942149,10.68349938,18.04,1995Z
1994-11-30,10.65981091,10.67757726,10.64204456,10.63612244,17.96,1995Z
1994-12-01,10.64796667,10.64796667,10.60058974,10.53544645,17.79,1995Z
1994-12-02,10.52952433,10.52952433,10.27487329,10.25118482,17.31,1995Z
1994-12-05,10.28079541,10.30448388,10.22157424,10.29856176,17.39,1995Z
1994-12-06,10.29263964,10.35778293,10.29263964,10.35186081,17.48,1995Z
1994-12-07,10.29263964,10.35186081,10.23341847,10.3459387,17.47,1995Z
1994-12-08,10.36370505,10.49399163,10.36370505,10.45253681,17.65,1995Z
1994-12-09,10.52952433,10.53544645,10.43477045,10.45845892,17.66,1995Z
1994-12-12,10.45253681,10.50583586,10.44069257,10.34001658,17.46,1995Z
1994-12-13,10.34001658,10.40515987,10.34001658,10.39923775,17.56,1995Z
1994-12-14,10.47622527,10.48806951,10.45845892,10.45845892,17.66,1995Z
1994-12-15,10.45845892,10.48214739,10.44069257,10.44661469,17.64,1995Z
1994-12-16,10.43477045,10.50583586,10.43477045,10.45845892,17.66,1995Z
1994-12-19,10.48214739,10.48806951,10.45253681,10.44069257,17.63,1995Z
1994-12-20,10.47030316,10.48214739,10.42292622,10.42884834,17.61,1995Z
1994-12-21,10.47030316,10.47622527,10.43477045,10.4170041,17.59,1995Z
1994-12-22,10.42292622,10.42292622,10.39331563,10.3814714,17.53,1995Z
1994-12-23,10.3814714,10.43477045,10.3814714,10.38739352,17.54,1995Z
1994-12-27,10.38739352,10.48214739,10.38739352,10.54729068,17.81,1995Z
1994-12-28,10.51175798,10.68942149,10.51175798,10.65981091,18.0,1995Z
1994-12-29,10.65388879,10.68942149,10.65388879,10.57097915,17.85,1995Z
1994-12-30,10.59466762,10.63612244,10.59466762,10.60058974,17.9,1995Z
1995-01-03,10.52360221,10.52360221,10.52360221,10.47622527,17.69,1995Z
1995-01-04,10.51175798,10.61835609,10.51175798,10.55913492,17.83,1995Z
1995-01-05,10.57097915,10.65981091,10.57097915,10.60651185,17.91,1995Z
1995-01-06,10.65981091,10.65981091,10.5532128,10.51175798,17.75,1995Z
1995-01-09,10.49991374,10.51175798,10.45253681,10.38739352,17.54,1995Z
1995-01-10,10.41108199,10.45845892,10.38739352,10.36962717,17.51,1995Z
1995-01-11,10.39331563,10.45253681,10.39331563,10.45253681,17.65,1995Z
1995-01-12,10.44661469,10.45253681,10.39331563,10.42884834,17.61,1995Z
1995-01-13,10.36962717,10.39331563,10.3459387,10.35186081,17.48,1995Z
1995-01-16,10.34001658,10.45253681,10.34001658,10.45845892,17.66,1995Z
1995-01-17,10.47030316,10.60058974,10.47030316,10.61243397,17.92,1995Z
1995-01-18,10.63612244,10.64204456,10.52952433,10.61835609,17.93,1995Z
1995-01-19,10.55913492,10.55913492,10.49399163,10.47030316,17.68,1995Z
1995-01-20,10.44661469,10.55913492,10.43477045,10.52360221,17.77,1995Z
1995-01-23,10.53544645,10.56505703,10.49991374,10.44069257,17.63,1995Z
1995-01-24,10.54136856,10.5887455,10.48806951,10.50583586,17.74,1995Z
1995-01-25,10.54136856,10.59466762,10.41108199,10.44069257,17.63,1995Z
1995-01-26,10.45253681,10.49991374,10.42292622,10.45253681,17.65,1995Z
1995-01-27,10.44661469,10.44661469,10.39331563,10.39923775,17.56,1995Z
1995-01-30,10.42292622,10.43477045,10.38739352,10.42884834,17.61,1995Z
1995-01-31,10.45253681,10.48214739,10.44661469,10.57097915,17.85,1995Z
1995-02-01,10.54136856,10.54729068,10.47622527,10.48214739,17.7,1995Z
1995-02-02,10.47030316,10.51175798,10.43477045,10.43477045,17.62,1995Z
1995-02-03,10.45253681,10.49399163,10.4170041,10.45845892,17.66,1995Z
1995-02-06,10.45845892,10.48214739,10.44661469,10.46438104,17.67,1995Z
1995-02-07,10.47030316,10.47622527,10.4170041,10.39923775,17.56,1995Z
1995-02-08,10.39923775,10.42884834,10.39331563,10.36370505,17.5,1995Z
1995-02-09,10.42292622,10.44661469,10.41108199,10.3814714,17.53,1995Z
1995-02-10,10.44661469,10.46438104,10.43477045,10.48806951,17.71,1995Z
1995-02-13,10.48214739,10.48214739,10.40515987,10.47030316,17.68,1995Z
1995-02-14,10.49991374,10.5176801,10.49399163,10.49991374,17.73,1995Z
1995-02-15,10.55913492,10.55913492,10.51175798,10.49399163,17.72,1995Z
1995-02-16,10.52360221,10.52952433,10.49399163,10.54729068,17.81,1995Z
1995-02-17,10.55913492,10.57097915,10.53544645,10.57097915,17.85,1995Z
1995-02-21,10.54136856,10.5887455,10.5176801,10.52360221,17.77,1995Z
1995-02-22,10.54136856,10.60058974,10.52360221,10.54729068,17.81,1995Z
1995-02-23,10.54136856,10.54136856,10.5176801,10.48806951,17.71,1995Z
1995-02-24,10.51175798,10.54729068,10.48806951,10.57097915,17.85,1995Z
1995-02-27,10.57097915,10.57690127,10.53544645,10.54729068,17.81,1995Z
1995-02-28,10.50583586,10.52952433,10.50583586,10.52360221,17.77,1995Z
1995-03-01,10.54729068,10.54729068,10.49399163,10.43477045,17.62,1995Z
1995-03-02,10.43477045,10.44661469,10.42292622,10.44661469,17.64,1995Z
1995-03-03,10.47030316,10.53544645,10.46438104,10.54136856,17.8,1995Z
1995-03-06,10.54136856,10.56505703,10.49991374,10.54136856,17.8,1995Z
1995-03-07,10.50583586,10.56505703,10.49991374,10.5532128,17.82,1995Z
1995-03-08,10.54729068,10.56505703,10.48214739,10.52952433,17.78,1995Z
1995-03-09,10.54729068,10.55913492,10.48214739,10.49399163,17.72,1995Z
1995-03-10,10.48214739,10.49399163,10.44069257,10.46438104,17.67,1995Z
1995-03-13,10.48214739,10.5532128,10.47622527,10.57097915,17.85,1995Z
1995-03-14,10.54729068,10.54729068,10.46438104,10.49399163,17.72,1995Z
1995-03-15,10.48214739,10.56505703,10.48214739,10.57097915,17.85,1995Z
1995-03-16,10.5532128,10.60058974,10.5532128,10.54136856,17.8,1995Z
1995-03-17,10.54136856,10.57097915,10.52952433,10.5887455,17.88,1995Z
1995-03-20,10.6242782,10.63612244,10.5887455,10.64796667,17.98,1995Z
1995-03-21,10.61835609,10.63612244,10.5887455,10.6242782,17.94,1995Z
1995-03-22,10.6242782,10.71903208,10.6242782,10.74864266,18.15,1995Z
1995-03-23,10.69534361,10.7249542,10.66573302,10.71903208,18.1,1995Z
1995-03-24,10.70126573,10.70126573,10.60058974,10.65388879,17.99,1995Z
1995-03-27,10.66573302,10.73087631,10.66573302,10.71310996,18.09,1995Z
1995-03-28,10.71310996,10.71903208,10.67165514,10.70126573,18.07,1995Z
1995-03-29,10.67165514,10.73679843,10.67165514,10.71310996,18.09,1995Z
1995-03-30,10.68349938,10.71903208,10.64204456,10.68349938,18.04,1995Z
1995-03-31,10.71903208,10.73087631,10.64796667,10.67757726,18.03,1995Z
1995-04-03,10.68349938,10.68349938,10.60651185,10.65388879,17.99,1995Z
1995-04-04,10.65981091,10.7249542,10.65981091,10.73087631,18.12,1995Z
1995-04-05,10.77825325,10.84931866,10.7604869,10.89077348,18.39,1995Z
1995-04-06,10.86708501,10.97368312,10.83155231,11.02698217,18.62,1995Z
1995-04-07,10.97960523,10.99144947,10.9322283,10.99144947,18.56,1995Z
1995-04-10,10.967761,10.97368312,10.92038406,10.97960523,18.54,1995Z
1995-04-11,10.97960523,11.08620334,10.97960523,11.06843699,18.69,1995Z
1995-04-12,11.08620334,11.13358028,10.89077348,10.91446195,18.43,1995Z
1995-04-13,10.86708501,10.86708501,10.73679843,10.77233113,18.19,1995Z
1995-04-17,10.98552735,11.06843699,10.94407253,11.02106005,18.61,1995Z
1995-04-18,11.05659276,11.05659276,10.98552735,11.05067064,18.66,1995Z
1995-04-19,11.04474852,11.05067064,10.95591677,11.07435911,18.7,1995Z
1995-04-20,11.07435911,11.11581393,11.00921582,11.06251487,18.68,1995Z
1995-04-21,11.02698217,11.09804758,10.95591677,11.13358028,18.8,1995Z
1995-04-24,11.04474852,11.08620334,10.98552735,11.02698217,18.62,1995Z
1995-04-25,11.01513794,11.12765816,10.99144947,11.09212546,18.73,1995Z
1995-04-26,11.02698217,11.07435911,11.02698217,11.05659276,18.67,1995Z
1995-04-27,11.11581393,11.12765816,11.09212546,11.14542452,18.82,1995Z
1995-04-28,11.11581393,11.16319087,11.09212546,11.15726875,18.84,1995Z
1995-05-01,11.16319087,11.24017839,11.14542452,11.15726875,18.84,1995Z
1995-05-02,11.13358028,11.15726875,11.08620334,11.03882641,18.64,1995Z
1995-05-03,11.1039697,11.1039697,10.98552735,10.99144947,18.56,1995Z
1995-05-04,11.08620334,11.14542452,11.07435911,11.14542452,18.82,1995Z
1995-05-05,11.14542452,11.16319087,11.12173605,11.16911298,18.86,1995Z
1995-05-08,11.1750351,11.19280145,11.15726875,11.15726875,18.84,1995Z
1995-05-09,11.15726875,11.1750351,11.01513794,10.90261771,18.41,1995Z
1995-05-10,10.98552735,10.98552735,10.91446195,10.99737159,18.57,1995Z
1995-05-11,11.01513794,11.04474852,10.87300713,10.89669559,18.4,1995Z
1995-05-12,10.83747442,10.92630618,10.83747442,10.92630618,18.45,1995Z
1995-05-15,10.96183888,11.04474852,10.94999465,11.1039697,18.75,1995Z
1995-05-16,11.08028123,11.19280145,11.01513794,11.18687934,18.89,1995Z
1995-05-17,11.15726875,11.20464569,11.12173605,11.19872357,18.91,1995Z
1995-05-18,11.19872357,11.22241204,11.14542452,11.21648992,18.94,1995Z
1995-05-19,11.22241204,11.22241204,11.1750351,11.23425627,18.97,1995Z
1995-05-22,11.25202262,11.25202262,11.16319087,11.26386686,19.02,1995Z
1995-05-23,11.26386686,11.26386686,11.2105678,11.24610051,18.99,1995Z
1995-05-24,11.29347744,11.29347744,11.07435911,11.06843699,18.69,1995Z
1995-05-25,11.14542452,11.14542452,11.01513794,11.03882641,18.64,1995Z
1995-05-26,11.03290429,11.06251487,10.71903208,10.83155231,18.29,1995Z
1995-05-30,10.89669559,10.9322283,10.83747442,10.90853983,18.42,1995Z
1995-05-31,10.91446195,10.92630618,10.80786384,10.95591677,18.5,1995Z
1995-06-01,10.78417537,10.92630618,10.78417537,10.90853983,18.42,1995Z
1995-06-02,10.9322283,10.95591677,10.89077348,10.97368312,18.53,1995Z
1995-06-05,10.98552735,10.98552735,10.9322283,10.96183888,18.51,1995Z
1995-06-06,10.94407253,10.94407253,10.86708501,10.92038406,18.44,1995Z
1995-06-07,10.9322283,10.93815041,10.89669559,10.91446195,18.43,1995Z
1995-06-08,10.90853983,10.90853983,10.81970807,10.83155231,18.29,1995Z
1995-06-09,10.81378595,10.81378595,10.67757726,10.7960196,18.23,1995Z
1995-06-12,10.79009748,10.81970807,10.74272055,10.83747442,18.3,1995Z
1995-06-13,10.83747442,10.86116289,10.80194172,10.82563019,18.28,1995Z
1995-06-14,10.74864266,10.87300713,10.74272055,10.87300713,18.36,1995Z
1995-06-15,10.86708501,10.86708501,10.7604869,10.77233113,18.19,1995Z
1995-06-16,10.74864266,10.77233113,10.71903208,10.70718784,18.08,1995Z
1995-06-19,10.65981091,10.65981091,10.42884834,10.44069257,17.63,1995Z
1995-06-20,10.47030316,10.52952433,10.43477045,10.45253681,17.65,1995Z
1995-06-21,10.48214739,10.48214739,10.21565212,10.23341847,17.28,1995Z
1995-06-22,10.23341847,10.35778293,10.22157424,10.24526271,17.3,1995Z
1995-06-23,10.32817235,10.32817235,10.12682036,10.23341847,17.28,1995Z
1995-06-26,10.19788577,10.29263964,10.18604153,10.29263964,17.38,1995Z
1995-06-27,10.28079541,10.36370505,10.19788577,10.32225023,17.43,1995Z
1995-06-28,10.39331563,10.44661469,10.34001658,10.3459387,17.47,1995Z
1995-06-29,10.34001658,10.34001658,10.15643095,10.16827518,17.17,1995Z
1995-06-30,10.16827518,10.19196365,10.10313189,10.10313189,17.06,1995Z
1995-07-05,10.00837802,10.09720978,9.97876743,10.0379886,16.95,1995Z
1995-07-06,10.0379886,10.14458671,10.02614437,10.11497613,17.08,1995Z
1995-07-07,10.15643095,10.16235306,9.99653378,9.99653378,16.88,1995Z
1995-07-10,9.9669232,10.1386646,9.91362414,10.1386646,17.12,1995Z
1995-07-11,10.09720978,10.16235306,10.08536554,10.09720978,17.05,1995Z
1995-07-12,10.04391072,10.19788577,10.04391072,10.07352131,17.01,1995Z
1995-07-13,10.07944342,10.12682036,9.97876743,9.97876743,16.85,1995Z
1995-07-14,9.99061167,10.05575496,9.93731261,10.06167707,16.99,1995Z
1995-07-17,10.06167707,10.09128766,10.01430014,10.02614437,16.93,1995Z
1995-07-18,10.09128766,10.10313189,10.02614437,10.10905401,17.07,1995Z
1995-07-19,10.08536554,10.15643095,10.0379886,10.06759919,17.0,1995Z
1995-07-20,10.04983284,10.06167707,9.96100108,9.92546838,16.76,1995Z
1995-07-21,9.9669232,10.02614437,9.88993568,9.93731261,16.78,1995Z
1995-07-24,9.90770203,10.03206649,9.87809144,9.99653378,16.88,1995Z
1995-07-25,9.99653378,10.04391072,9.93731261,10.0024559,16.89,1995Z
1995-07-26,10.02614437,10.27487329,10.02614437,10.22157424,17.26,1995Z
1995-07-27,10.18604153,10.28671753,10.15643095,10.15643095,17.15,1995Z
1995-07-28,10.19196365,10.19196365,10.12682036,10.1386646,17.12,1995Z
1995-07-31,10.12682036,10.21565212,10.10313189,10.18011942,17.19,1995Z
1995-08-01,10.26895117,10.30448388,10.22749635,10.23341847,17.28,1995Z
1995-08-02,10.20380789,10.32817235,10.1741973,10.25710694,17.32,1995Z
1995-08-03,10.28671753,10.34001658,10.23341847,10.24526271,17.3,1995Z
1995-08-04,10.25710694,10.26302906,10.18604153,10.25118482,17.31,1995Z
1995-08-07,10.23934059,10.24526271,10.18604153,10.23934059,17.29,1995Z
1995-08-08,10.23934059,10.29263964,10.23341847,10.28671753,17.37,1995Z
1995-08-09,10.32225023,10.3459387,10.28671753,10.30448388,17.4,1995Z
1995-08-10,10.32225023,10.32817235,10.26302906,10.35778293,17.49,1995Z
1995-08-11,10.34001658,10.36962717,10.28671753,10.30448388,17.4,1995Z
1995-08-14,10.23934059,10.23934059,10.12682036,10.12682036,17.1,1995Z
1995-08-15,10.1386646,10.16235306,10.07352131,10.09128766,17.04,1995Z
1995-08-16,10.09720978,10.12682036,10.02022225,10.11497613,17.08,1995Z
1995-08-17,10.12089824,10.18011942,10.09720978,10.15643095,17.15,1995Z
1995-08-18,10.15643095,10.21565212,10.10313189,10.18604153,17.2,1995Z
1995-08-21,10.16235306,10.36370505,10.16235306,10.35186081,17.48,1995Z
1995-08-22,10.34001658,10.39331563,10.28079541,10.35186081,17.48,1995Z
1995-08-23,10.36962717,10.45253681,10.36962717,10.37554928,17.52,1995Z
1995-08-24,10.32817235,10.36370505,10.26302906,10.27487329,17.35,1995Z
1995-08-25,10.25118482,10.35186081,10.22157424,10.24526271,17.3,1995Z
1995-08-28,10.25710694,10.36370505,10.19788577,10.19788577,17.22,1995Z
1995-08-29,10.21565212,10.26895117,10.19788577,10.23341847,17.28,1995Z
1995-08-30,10.29856176,10.31040599,10.23341847,10.25710694,17.32,1995Z
1995-08-31,10.20973,10.34001658,10.20973,10.30448388,17.4,1995Z
1995-09-01,10.31632811,10.42292622,10.30448388,10.4170041,17.59,1995Z
1995-09-05,10.48214739,10.67757726,10.45253681,10.66573302,18.01,1995Z
1995-09-06,10.67757726,10.67757726,10.55913492,10.57690127,17.86,1995Z
1995-09-07,10.57690127,10.58282338,10.48214739,10.5176801,17.76,1995Z
1995-09-08,10.52360221,10.65981091,10.52360221,10.59466762,17.89,1995Z
1995-09-11,10.5887455,10.60058974,10.5532128,10.60058974,17.9,1995Z
1995-09-12,10.60058974,10.68942149,10.60058974,10.68349938,18.04,1995Z
1995-09-13,10.68942149,10.7604869,10.60651185,10.6242782,17.94,1995Z
1995-09-14,10.60058974,10.73087631,10.57097915,10.7249542,18.11,1995Z
1995-09-15,10.73679843,10.76640902,10.63612244,10.70718784,18.08,1995Z
1995-09-18,10.68942149,10.76640902,10.67757726,10.70718784,18.08,1995Z
1995-09-19,10.68349938,10.71903208,10.64796667,10.70718784,18.08,1995Z
1995-09-20,10.71903208,10.73087631,10.47030316,10.49399163,17.72,1995Z
